,type,zola,water,price,heat,sera
9804,уголь,14.0,12.964,1275.0,20768.245,2.225
9805,уголь,19.494,13.638,1349.0,23259.289,2.127
9806,уголь,14.931,13.256,1681.0,22852.351,2.456
9807,уголь,14.078,16.588,1778.0,21108.565,2.232
9808,уголь,11.921,14.363,1539.0,22366.708,2.118
9809,уголь,18.704,13.647,2489.0,21613.469,3.199
9810,уголь,8.222,15.929,1597.0,23088.187,1.759
9811,уголь,11.88,14.764,1647.0,21446.841,1.564
9812,уголь,14.498,14.516,1835.0,21594.495,2.549
9813,уголь,17.274,14.459,1211.0,21639.325,2.245
9814,уголь,14.461,14.413,1411.0,22359.277,1.114
9815,уголь,8.788,14.096,942.0,21036.79,1.838
9816,уголь,18.665,9.576,1901.0,21132.913,2.551
9817,уголь,8.546,16.592,1435.0,22999.497,1.875
9818,уголь,8.983,16.177,1313.0,23928.781,1.647
9819,уголь,22.356,14.552,1290.0,21625.602,1.813
9820,уголь,13.215,13.511,1505.0,23255.179,2.009
9821,уголь,8.6,10.223,1344.0,23671.564,1.253
9822,уголь,24.454,16.707,1755.0,23717.338,1.063
9823,уголь,19.082,10.919,1526.0,23724.961,0.99
9824,уголь,14.614,13.513,2146.0,23077.382,1.567
9825,уголь,12.78,12.24,2561.0,22619.296,1.347
9826,уголь,10.412,13.601,1986.0,21503.262,2.081
9827,уголь,14.31,12.601,901.0,23896.567,3.508
9828,уголь,14.268,11.665,1352.0,21817.402,0.718
9829,уголь,10.359,16.866,919.0,23912.359,2.297
9830,уголь,18.212,12.895,1110.0,22210.706,2.216
9831,уголь,17.042,16.95,1701.0,21524.193,2.153
9832,уголь,15.22,16.243,2006.0,21848.455,3.175
9833,уголь,11.775,13.495,1173.0,21007.545,1.469
9834,уголь,11.126,12.565,1827.0,23228.657,2.606
9835,уголь,10.421,15.968,1715.0,21301.366,2.152
9836,уголь,19.244,16.38,744.0,23147.666,1.643
9837,уголь,16.793,10.651,1537.0,24271.527,0.74
9838,уголь,10.446,14.808,1146.0,22130.975,0.523
9839,уголь,12.704,16.843,1520.0,23382.516,2.308
9840,уголь,8.768,9.001,730.0,22685.546,0.889
9841,уголь,23.15,13.533,1121.0,23751.799,1.773
9842,уголь,19.03,16.053,2441.0,23343.181,1.201
9843,уголь,11.179,13.392,716.0,22866.784,2.071
9844,уголь,10.336,12.629,2343.0,22936.233,3.833
9845,уголь,15.221,11.535,1678.0,21418.451,2.897
9846,уголь,10.594,9.954,1924.0,22328.441,0.903
9847,уголь,14.022,16.696,730.0,22548.173,1.231
9848,уголь,13.553,10.161,1538.0,20974.39,2.512
9849,уголь,15.493,16.754,1972.0,23307.103,2.138
9850,уголь,18.724,9.676,1566.0,24378.504,1.091
9851,уголь,8.283,12.635,2453.0,21985.591,2.201
9852,уголь,11.469,9.327,1700.0,22681.521,2.823
9853,уголь,14.192,13.371,894.0,21674.17,2.09
9854,уголь,16.017,16.27,1244.0,22437.415,3.638
9855,уголь,16.908,14.101,1713.0,22274.955,0.958
9856,уголь,16.441,15.024,2013.0,22868.283,1.967
9857,уголь,13.677,14.444,2487.0,23103.291,1.811
9858,уголь,17.202,14.876,1586.0,22443.132,2.505
9859,уголь,12.172,11.367,1289.0,21835.046,1.594
9860,уголь,9.175,13.784,2092.0,20737.124,2.77
9861,уголь,11.602,15.464,1238.0,22770.874,3.834
9862,уголь,15.938,10.414,1572.0,20920.556,1.593
9863,уголь,14.895,15.943,2019.0,22879.599,2.079
9864,уголь,8.304,16.412,1197.0,23143.911,1.182
9865,уголь,20.946,15.217,1487.0,23758.945,2.785
9866,уголь,20.837,14.095,1992.0,23617.832,1.815
9867,уголь,16.684,8.493,1602.0,22116.737,1.459
9868,уголь,12.685,9.959,1317.0,23212.659,1.822
9869,уголь,11.737,11.95,2201.0,23750.255,2.077
9870,уголь,12.904,15.114,1841.0,23335.709,2.422
9871,уголь,16.771,11.659,1979.0,22426.38,0.718
9872,уголь,18.975,15.519,1350.0,24095.056,2.726
9873,уголь,9.266,14.012,806.0,23691.808,3.883
9874,уголь,14.742,9.862,1868.0,24540.56,2.132
9875,уголь,11.941,11.931,1276.0,21233.35,2.617
9876,уголь,14.243,13.793,2548.0,24860.675,3.771
9877,уголь,13.966,10.605,1322.0,22245.669,2.388
9878,уголь,17.605,15.523,1031.0,21570.609,1.583
9879,уголь,19.286,12.963,1306.0,21969.085,1.07
9880,уголь,15.421,12.085,2398.0,24174.809,1.934
9881,уголь,8.699,15.003,1386.0,21454.634,1.007
9882,уголь,10.003,15.986,2121.0,21859.317,3.712
9883,уголь,16.441,15.276,1596.0,21975.954,1.252
9884,уголь,21.248,12.934,1971.0,22620.127,1.9
9885,уголь,18.21,12.318,1133.0,22165.193,2.687
9886,уголь,9.817,14.006,964.0,23625.148,2.328
9887,уголь,10.785,16.686,1274.0,21567.171,1.366
9888,уголь,21.891,12.303,2472.0,23088.492,3.501
9889,уголь,12.501,16.041,829.0,24878.521,2.035
9890,уголь,10.225,13.643,1618.0,21365.371,2.321
9891,уголь,13.153,16.007,1415.0,22852.073,1.27
9892,уголь,12.098,16.311,2066.0,23908.989,1.443
9893,уголь,20.801,12.128,2244.0,22488.82,1.471
9894,уголь,21.382,10.724,834.0,22458.176,2.421
9895,уголь,7.66,16.269,1901.0,22194.404,1.653
9896,уголь,11.105,16.603,1775.0,24277.595,2.625
9897,уголь,10.862,15.829,2037.0,21917.712,2.058
9898,уголь,13.157,13.5,2624.0,21594.881,1.167
9899,уголь,14.604,16.261,1030.0,22119.33,1.235
9900,уголь,14.847,14.091,1554.0,21325.166,1.211
9901,уголь,21.282,14.094,858.0,24274.635,3.016
9902,уголь,15.79,12.824,1796.0,22242.848,1.963
9903,уголь,11.265,12.56,1118.0,24288.986,2.774
9904,уголь,18.193,15.64,1117.0,21517.233,1.992
9905,уголь,8.77,14.362,2155.0,22900.515,1.696
9906,уголь,16.622,8.685,889.0,24035.302,1.439
9907,уголь,8.957,13.484,739.0,21609.295,0.737
9908,уголь,11.878,16.48,1865.0,21890.67,3.13
9909,уголь,23.961,10.699,1693.0,23983.447,1.748
9910,уголь,17.019,15.725,1568.0,22861.746,2.766
9911,уголь,17.974,13.751,1084.0,22777.987,1.342
9912,уголь,13.281,13.354,1473.0,22737.845,2.928
9913,уголь,15.391,14.838,1015.0,22397.114,2.837
9914,уголь,23.573,10.491,2041.0,22775.29,3.546
9915,уголь,8.327,15.82,1012.0,22565.084,1.649
9916,уголь,18.734,14.73,1569.0,22364.107,1.056
9917,уголь,13.775,15.579,2198.0,22180.042,2.629
9918,уголь,13.727,13.055,1383.0,21602.825,2.845
9919,уголь,11.492,15.247,1370.0,22168.361,1.989
9920,уголь,10.286,12.04,1814.0,22504.506,2.785
9921,уголь,13.68,9.422,2073.0,21020.918,2.734
9922,уголь,10.666,14.187,1235.0,22075.965,3.585
9923,уголь,22.005,14.76,1799.0,22522.789,2.16
9924,уголь,15.824,12.57,2115.0,22740.333,1.921
9925,уголь,16.825,16.189,1473.0,23440.6,2.214
9926,уголь,16.486,14.669,1597.0,21757.172,0.79
9927,уголь,10.43,11.428,1705.0,22652.743,1.999
9928,уголь,17.758,12.367,1494.0,23712.947,0.616
9929,уголь,12.057,8.399,1991.0,21888.378,1.382
9930,уголь,13.611,12.056,1356.0,21557.316,2.608
9931,уголь,11.754,11.574,1370.0,21273.208,1.227
9932,уголь,17.494,16.978,1646.0,21753.062,1.951
9933,уголь,12.373,12.249,986.0,23954.405,1.395
9934,уголь,21.76,13.955,777.0,23524.737,2.802
9935,уголь,14.929,13.727,1647.0,22283.214,2.735
9936,уголь,11.639,15.341,1009.0,23277.352,2.139
9937,уголь,11.707,15.05,956.0,22141.349,1.58
9938,уголь,17.268,10.037,2161.0,22717.149,1.186
9939,уголь,8.289,14.299,1438.0,22413.133,2.347
9940,уголь,21.101,13.825,1253.0,24190.612,1.519
9941,уголь,16.643,14.029,1842.0,22247.52,2.87
9942,уголь,10.713,13.509,1584.0,21574.859,1.672
9943,уголь,13.918,12.26,1798.0,23374.525,0.769
9944,уголь,16.59,15.256,1247.0,23275.805,2.219
9945,уголь,10.452,13.929,1036.0,23279.834,2.916
9946,уголь,21.272,10.619,2594.0,23969.368,2.099
9947,уголь,16.063,11.212,1634.0,22836.026,1.368
9948,уголь,13.441,13.814,1214.0,21050.27,1.395
9949,уголь,17.149,15.818,1616.0,24455.468,3.224
9950,уголь,11.395,16.668,1253.0,22042.803,3.766
9951,уголь,13.871,12.409,1320.0,22036.381,2.514
9952,уголь,12.49,8.984,1380.0,23504.396,2.521
9953,уголь,10.251,12.812,2459.0,21859.475,1.505
9954,уголь,16.567,16.965,1945.0,24209.391,1.945
9955,уголь,16.496,11.938,2464.0,23044.256,2.693
9956,уголь,15.958,13.144,1323.0,23096.249,1.886
9957,уголь,13.253,10.426,700.0,22263.481,1.705
9958,уголь,11.003,14.525,1688.0,24866.913,2.01
9959,уголь,20.298,13.909,1461.0,22029.415,3.71
9960,уголь,11.1,16.004,1265.0,21865.61,1.538
9961,уголь,16.329,12.267,786.0,20749.885,2.326
9962,уголь,12.263,10.193,1681.0,22952.391,2.078
9963,уголь,11.511,14.894,1290.0,22380.473,1.886
9964,уголь,18.921,15.967,2241.0,23846.759,2.002
9965,уголь,17.607,13.835,1596.0,21423.425,3.725
9966,уголь,17.68,15.082,768.0,22490.488,2.773
9967,уголь,10.038,14.568,1721.0,22272.792,2.182
9968,уголь,18.972,15.249,1717.0,22411.626,2.154
9969,уголь,13.576,14.087,1577.0,24215.046,1.978
9970,уголь,19.234,12.96,1901.0,24679.787,3.068
9971,уголь,7.603,16.39,740.0,23210.434,1.895
9972,уголь,13.28,15.19,2024.0,22848.557,1.804
9973,уголь,11.357,15.724,1621.0,20873.975,1.886
9974,уголь,18.757,7.235,1693.0,21720.97,2.459
9975,уголь,10.44,10.524,1080.0,23160.142,2.707
9976,уголь,23.979,11.401,1223.0,23989.37,1.126
9977,уголь,10.275,14.784,890.0,21583.563,1.552
9978,уголь,14.976,13.861,986.0,23389.278,3.014
9979,уголь,24.177,14.964,1949.0,22755.725,1.113
9980,уголь,17.942,12.208,786.0,21095.11,1.635
9981,уголь,17.312,16.993,1116.0,22455.343,1.415
9982,уголь,23.579,16.282,1927.0,23030.405,1.998
9983,уголь,12.811,11.286,1365.0,21787.464,2.132
9984,уголь,13.437,16.313,2424.0,24395.811,1.992
9985,уголь,20.949,15.987,987.0,22211.901,1.501
9986,уголь,14.663,9.437,2069.0,21259.341,0.545
9987,уголь,12.167,14.479,1956.0,23272.169,2.515
9988,уголь,21.064,15.107,2176.0,22780.608,2.158
9989,уголь,14.614,9.433,1211.0,21569.676,2.309
9990,уголь,21.23,14.168,2248.0,22022.524,1.669
9991,уголь,13.281,13.226,1366.0,21319.212,3.05
9992,уголь,14.815,15.856,1810.0,24155.182,1.482
9993,уголь,15.751,15.707,1834.0,23314.051,2.058
9994,уголь,18.786,8.256,1845.0,21958.022,2.985
9995,уголь,13.283,13.236,1593.0,22673.974,1.429
9996,уголь,24.693,13.73,1560.0,23483.524,1.652
9997,уголь,12.785,13.011,2260.0,22182.634,0.53
9998,уголь,24.901,9.606,2007.0,21213.733,3.667
9999,уголь,16.85,14.996,2147.0,23837.57,1.446
0,торф,23.168,56.768,1986.0,19692.227,2.547
1,торф,23.774,72.048,1719.0,16951.145,3.17
2,торф,25.505,58.38,2100.0,18417.005,0.898
3,торф,35.602,64.98,1754.0,18054.959,2.737
4,торф,38.803,66.264,1967.0,18725.328,2.79
5,торф,33.059,63.319,1817.0,19648.517,1.03
6,торф,28.775,67.059,2210.0,19309.849,2.22
7,торф,21.322,52.191,1856.0,17765.198,3.311
8,торф,25.925,49.831,2288.0,17866.935,1.832
9,торф,23.364,55.884,2055.0,17130.174,2.619
10,торф,48.261,56.964,2258.0,18795.705,2.181
11,торф,31.813,68.141,2094.0,18867.342,2.645
12,торф,19.496,56.852,1990.0,19744.494,1.644
13,торф,38.023,60.114,1706.0,18238.038,2.043
14,торф,11.651,50.313,2023.0,18679.673,2.265
15,торф,41.213,60.343,2075.0,18286.274,2.572
16,торф,44.117,55.467,2284.0,18631.708,1.224
17,торф,38.731,59.572,2183.0,16909.648,1.977
18,торф,32.852,55.106,1777.0,19570.598,1.866
19,торф,15.448,55.535,1962.0,18962.273,1.661
20,торф,15.387,70.69,1736.0,19667.701,3.277
21,торф,32.501,71.393,2203.0,17121.83,2.114
22,торф,14.307,68.278,1907.0,18956.535,0.999
23,торф,10.909,62.956,1812.0,19631.908,2.024
24,торф,26.123,58.89,1777.0,17003.413,2.974
25,торф,26.438,58.894,1878.0,18005.914,2.232
26,торф,48.815,62.679,1907.0,18666.642,1.04
27,торф,31.863,62.468,1959.0,18613.959,1.996
28,торф,29.367,55.503,1730.0,19808.505,1.891
29,торф,38.147,65.234,1749.0,19127.942,2.337
30,торф,19.623,53.377,1971.0,19387.54,0.657
31,торф,13.992,54.571,1865.0,18321.333,1.696
32,торф,38.445,62.995,2149.0,19441.664,1.927
33,торф,38.228,55.446,1990.0,17854.568,0.71
34,торф,18.117,62.095,2109.0,17837.172,1.788
35,торф,39.234,59.815,2038.0,18392.83,1.352
36,торф,19.764,60.29,1795.0,18047.72,2.115
37,торф,16.491,51.351,1757.0,16856.975,3.262
38,торф,34.105,66.084,1743.0,19184.022,1.441
39,торф,34.961,56.812,2048.0,17725.38,2.587
40,торф,37.856,58.249,1705.0,17481.455,0.704
41,торф,13.955,48.935,1939.0,16807.098,1.054
42,торф,44.815,68.579,1938.0,18065.024,3.039
43,торф,31.196,65.486,1993.0,19134.825,3.765
44,торф,32.889,58.499,2089.0,19786.277,2.754
45,торф,29.323,60.889,1917.0,18768.459,3.722
46,торф,19.713,55.054,2071.0,17616.398,2.621
47,торф,13.316,66.446,2194.0,17500.83,2.059
48,торф,17.378,49.67,1823.0,17549.425,3.162
49,торф,30.394,67.039,1795.0,18942.624,2.37
50,торф,29.898,68.257,1891.0,18356.482,2.032
51,торф,38.768,58.809,1836.0,17958.827,0.935
52,торф,39.48,53.58,2050.0,17692.571,2.022
53,торф,37.697,60.086,1998.0,18718.695,2.238
54,торф,30.828,59.746,1815.0,16947.858,2.077
55,торф,11.694,64.516,1929.0,19332.343,2.915
56,торф,26.601,55.812,2219.0,18846.988,1.827
57,торф,20.081,61.43,2105.0,19187.297,1.982
58,торф,40.699,61.984,2027.0,17399.291,1.355
59,торф,26.92,66.631,1869.0,18874.881,3.779
60,торф,13.787,53.755,1955.0,19397.201,2.116
61,торф,26.274,69.323,2197.0,19069.206,1.035
62,торф,13.875,62.465,1973.0,16824.751,0.619
63,торф,40.191,56.583,2011.0,18751.703,1.042
64,торф,21.51,62.025,1829.0,17197.454,2.269
65,торф,24.767,69.822,1980.0,18089.436,0.501
66,торф,31.452,58.693,1867.0,18710.693,2.037
67,торф,17.159,69.078,1906.0,18311.647,1.408
68,торф,15.242,62.846,1994.0,19145.183,1.833
69,торф,28.749,62.353,2291.0,19069.424,1.524
70,торф,36.062,61.473,2169.0,17135.902,2.176
71,торф,18.636,69.058,1980.0,16930.667,2.767
72,торф,12.396,66.355,1771.0,18677.882,1.307
73,торф,11.635,59.973,2120.0,18391.041,1.976
74,торф,26.206,59.233,1967.0,19389.369,1.22
75,торф,22.57,71.706,2109.0,16730.655,2.794
76,торф,17.931,57.59,1977.0,18682.422,2.161
77,торф,26.897,59.076,2031.0,18390.745,2.009
78,торф,35.843,53.78,2099.0,16971.479,2.104
79,торф,23.921,62.073,2047.0,18536.964,1.924
80,торф,14.243,69.593,2022.0,18946.147,1.494
81,торф,46.076,54.406,2115.0,17756.679,1.012
82,торф,31.009,55.912,1965.0,18458.415,3.886
83,торф,25.101,61.058,1919.0,18743.797,1.716
84,торф,45.824,67.569,1696.0,17202.331,3.652
85,торф,48.046,63.017,1780.0,18601.65,1.246
86,торф,24.068,62.693,1797.0,18416.419,3.554
87,торф,29.45,65.583,1800.0,18255.44,2.517
88,торф,32.581,50.0,1919.0,16756.277,2.494
89,торф,38.138,64.224,1962.0,17494.309,1.082
90,торф,34.644,60.898,1744.0,18382.157,2.746
91,торф,22.614,59.007,2009.0,19296.396,2.518
92,торф,22.125,65.907,2068.0,18329.314,3.348
93,торф,13.6,69.443,2013.0,17434.289,3.283
94,торф,38.088,63.06,2143.0,19512.979,2.711
95,торф,26.514,72.015,2090.0,17644.506,2.019
96,торф,21.116,62.463,2281.0,19074.529,2.305
97,торф,14.03,65.341,1724.0,19415.881,2.333
98,торф,18.532,64.365,1947.0,17190.454,1.972
99,торф,25.521,64.112,2013.0,19233.312,2.819
100,торф,17.974,68.021,2103.0,17058.018,0.885
101,торф,20.225,64.935,1954.0,17009.095,1.34
102,торф,31.858,66.819,2164.0,18277.565,2.001
103,торф,12.468,65.793,1948.0,18517.644,2.95
104,торф,22.572,69.478,1996.0,18530.912,1.11
105,торф,22.811,50.966,1976.0,18569.367,0.725
106,торф,25.529,55.417,1851.0,17980.921,1.058
107,торф,23.009,64.723,2117.0,17818.504,3.901
108,торф,49.457,62.891,1787.0,17898.964,1.403
109,торф,28.758,61.508,2083.0,17869.556,3.554
110,торф,22.866,62.394,1908.0,18363.246,2.313
111,торф,14.602,66.246,1955.0,18462.06,3.218
112,торф,11.812,64.73,2009.0,18934.278,1.438
113,торф,31.292,64.025,1793.0,18271.768,3.638
114,торф,21.988,71.742,1818.0,19095.183,0.541
115,торф,31.326,67.114,1924.0,19951.931,1.739
116,торф,11.907,60.103,2150.0,19249.815,2.436
117,торф,24.08,67.04,2154.0,17257.361,0.835
118,торф,29.016,68.813,1958.0,17773.243,2.592
119,торф,12.288,65.731,2254.0,17287.678,3.873
120,торф,32.76,60.819,1965.0,17967.102,3.23
121,торф,25.185,53.19,1876.0,17659.709,2.214
122,торф,24.306,70.087,2050.0,19107.832,2.049
123,торф,18.332,64.186,2212.0,18318.946,2.678
124,торф,37.139,68.215,1991.0,18244.645,3.14
125,торф,43.708,64.483,1963.0,19008.923,3.421
126,торф,19.37,66.742,2210.0,17418.257,3.804
127,торф,24.009,68.686,1836.0,18063.751,2.006
128,торф,27.624,67.387,1984.0,17413.988,1.211
129,торф,33.296,60.044,2042.0,17653.744,1.093
130,торф,13.752,62.122,1823.0,17456.717,1.673
131,торф,29.119,63.935,1860.0,18351.216,1.564
132,торф,40.892,62.683,1828.0,18457.737,1.682
133,торф,40.273,59.651,2113.0,19922.21,2.725
134,торф,16.279,52.206,2033.0,18281.882,1.752
135,торф,30.271,55.86,2040.0,17785.678,1.584
136,торф,12.322,57.073,1726.0,17427.82,2.109
137,торф,19.926,59.366,1687.0,19074.071,1.414
138,торф,26.821,60.135,2199.0,18630.889,3.104
139,торф,16.04,62.695,2072.0,18530.056,1.943
140,торф,28.211,69.235,1948.0,18350.424,2.441
141,торф,23.02,54.035,1907.0,18803.798,3.491
142,торф,12.065,60.214,1872.0,18309.921,1.907
143,торф,21.973,53.485,1734.0,17407.222,2.094
144,торф,31.939,65.269,1778.0,18763.701,2.135
145,торф,54.063,64.609,1905.0,18931.884,2.227
146,торф,35.161,53.098,1971.0,17083.201,2.282
147,торф,10.765,61.442,1860.0,17843.37,1.075
148,торф,36.158,68.397,1991.0,19216.845,1.02
149,торф,25.119,63.038,1999.0,17503.908,0.972
150,торф,35.781,59.852,2118.0,18690.562,1.657
151,торф,34.208,66.454,1829.0,19057.758,1.357
152,торф,33.279,65.204,2209.0,18808.252,0.952
153,торф,19.656,54.956,1792.0,18721.971,0.799
154,торф,10.83,69.359,2121.0,18069.031,2.206
155,торф,17.02,56.366,1768.0,18981.67,1.883
156,торф,39.327,69.37,2010.0,19033.499,0.839
157,торф,35.804,55.341,1979.0,17243.493,2.08
158,торф,20.201,58.083,1982.0,17159.989,3.432
159,торф,24.666,58.048,1878.0,18861.947,2.546
160,торф,22.163,51.942,1809.0,18625.519,1.608
161,торф,16.932,55.054,2166.0,18122.751,1.137
162,торф,11.043,70.472,1909.0,19945.843,3.562
163,торф,41.643,64.309,2274.0,16725.378,3.232
164,торф,25.35,69.336,1872.0,18231.084,2.91
165,торф,31.681,57.621,1912.0,18874.585,1.92
166,торф,25.157,59.583,1859.0,19796.684,2.897
167,торф,26.146,48.469,1882.0,17062.394,2.974
168,торф,30.785,59.599,2112.0,19526.448,2.097
169,торф,17.49,60.038,2154.0,19519.339,1.469
170,торф,11.025,64.225,1852.0,19553.93,0.868
171,торф,27.424,63.066,2151.0,18300.205,3.335
172,торф,14.376,55.046,2165.0,17876.283,2.255
173,торф,21.013,55.649,1756.0,19966.996,2.092
174,торф,39.36,68.966,1808.0,19288.755,2.651
175,торф,37.658,50.727,2005.0,19991.453,1.651
176,торф,30.927,71.934,1680.0,18767.371,2.493
177,торф,38.227,67.684,1689.0,17920.7,1.078
178,торф,19.327,67.147,1925.0,18678.744,1.124
179,торф,38.804,71.73,2036.0,17820.91,2.564
180,торф,31.116,70.231,2247.0,18400.393,2.437
181,торф,21.947,69.577,2172.0,17570.43,2.698
182,торф,22.986,52.756,2125.0,17662.527,0.918
183,торф,34.817,69.49,1904.0,18709.043,1.277
184,торф,28.074,55.626,1733.0,18615.573,1.467
185,торф,30.421,62.631,2078.0,18802.668,2.357
186,торф,22.559,62.71,2017.0,19189.694,2.612
187,торф,30.039,64.373,1912.0,18154.952,2.038
188,торф,41.139,69.067,1902.0,17395.674,1.761
189,торф,32.399,56.015,2227.0,17985.545,2.842
190,торф,31.556,70.014,2003.0,17586.776,2.591
191,торф,39.525,64.883,1778.0,18663.875,2.391
192,торф,14.019,66.195,2048.0,18886.904,2.328
193,торф,11.248,62.973,1929.0,17507.636,2.483
194,торф,23.608,52.558,1841.0,19390.438,0.544
195,торф,24.459,61.241,1757.0,17899.737,1.153
196,торф,32.973,60.055,2073.0,18852.175,1.413
197,торф,12.288,55.398,2074.0,19584.21,2.583
198,торф,22.27,69.053,2225.0,19535.122,3.112
199,торф,36.054,63.79,2066.0,17555.456,1.106
200,торф,45.465,66.982,1884.0,17336.922,3.4
201,торф,18.838,61.349,1754.0,18253.384,2.335
202,торф,37.347,71.357,2031.0,19651.553,2.309
203,торф,19.132,49.694,1866.0,18777.0,1.342
204,торф,33.9,70.198,1998.0,18486.813,1.082
205,торф,39.992,66.214,2115.0,18898.115,3.52
206,торф,12.428,67.461,1961.0,17744.765,3.016
207,торф,26.499,60.001,1755.0,18747.656,2.19
208,торф,23.309,68.433,2146.0,18807.111,2.436
209,торф,19.356,70.678,2070.0,17055.05,1.629
210,торф,32.509,55.554,1894.0,16937.867,2.376
211,торф,44.559,63.648,1938.0,18795.134,3.403
212,торф,15.754,63.734,1954.0,19139.866,1.151
213,торф,44.961,66.226,1822.0,18608.773,3.547
214,торф,11.893,61.924,1774.0,18921.259,1.749
215,торф,35.661,57.471,1857.0,18098.032,1.39
216,торф,42.13,61.001,2256.0,16992.299,2.31
217,торф,33.247,66.415,2030.0,19536.833,1.223
218,торф,37.614,53.249,2143.0,17891.201,2.055
219,торф,24.167,71.926,2172.0,19715.882,1.328
220,торф,24.205,63.647,1705.0,18257.819,2.075
221,торф,40.939,69.501,1956.0,17493.853,1.213
222,торф,16.476,65.791,1844.0,17840.29,2.066
223,торф,13.99,67.262,1876.0,19887.76,2.471
224,торф,43.455,64.187,1691.0,16916.665,2.037
225,торф,27.328,67.544,2039.0,18061.658,2.275
226,торф,15.356,68.548,1922.0,19770.451,2.091
227,торф,13.666,58.31,1877.0,18090.658,1.75
228,торф,20.606,71.242,2189.0,17578.062,3.836
229,торф,21.74,65.594,1851.0,19151.829,2.812
230,торф,38.453,67.437,2253.0,19521.696,1.702
231,торф,50.698,65.731,2206.0,18767.155,3.361
232,торф,10.507,59.071,2009.0,19769.76,1.905
233,торф,17.257,59.724,2232.0,19089.044,1.202
234,торф,12.579,64.755,2015.0,17901.388,3.434
235,торф,15.387,63.455,1746.0,18725.518,1.827
236,торф,23.84,52.683,2127.0,17915.267,0.514
237,торф,30.169,60.975,2044.0,17441.062,2.549
238,торф,33.875,62.977,2239.0,17362.201,2.031
239,торф,17.145,66.132,1920.0,18294.411,3.37
240,торф,30.546,58.256,1771.0,18035.141,1.956
241,торф,19.856,66.047,1672.0,19367.552,3.436
242,торф,42.584,69.51,2058.0,19934.451,1.817
243,торф,27.485,65.146,1976.0,19686.394,3.119
244,торф,28.582,66.927,2008.0,17605.653,3.152
245,торф,26.317,67.406,2082.0,19136.876,3.425
246,торф,15.643,56.116,1997.0,18710.014,3.208
247,торф,27.156,65.211,1918.0,18024.465,1.234
248,торф,16.539,63.832,1819.0,19075.7,3.458
249,торф,25.648,64.408,1893.0,17454.637,1.827
250,торф,16.111,59.398,1953.0,18239.604,3.417
251,торф,24.057,58.971,2092.0,16916.455,2.281
252,торф,20.325,57.527,2205.0,18123.99,1.154
253,торф,25.707,59.134,1971.0,16969.657,3.018
254,торф,45.761,71.884,1932.0,18414.897,2.822
255,торф,15.829,52.866,2268.0,17124.965,2.19
256,торф,28.091,55.164,1896.0,18652.139,2.964
257,торф,31.635,59.751,1989.0,17910.867,3.787
258,торф,16.119,50.422,2012.0,19479.228,2.039
259,торф,41.257,68.728,1849.0,18393.083,2.256
260,торф,22.56,59.416,1950.0,19869.345,3.147
261,торф,17.676,59.5,2123.0,18130.271,1.245
262,торф,24.893,58.924,1951.0,17077.493,0.969
263,торф,26.439,69.189,1962.0,17869.894,2.677
264,торф,30.065,53.271,2021.0,17208.393,1.734
265,торф,10.585,63.529,1771.0,17699.757,1.495
266,торф,30.336,60.761,1667.0,18010.258,0.839
267,торф,29.575,63.553,1721.0,18217.156,3.258
268,торф,15.876,61.369,1749.0,17643.997,3.17
269,торф,19.162,57.262,1958.0,17399.789,1.401
270,торф,16.467,69.416,2167.0,17993.486,1.977
271,торф,22.925,67.528,2171.0,19091.582,0.597
272,торф,14.248,66.853,1836.0,19489.738,0.723
273,торф,11.961,66.802,1834.0,18824.922,2.503
274,торф,33.361,64.818,1973.0,18511.161,2.589
275,торф,37.684,64.3,1827.0,17964.983,3.527
276,торф,27.153,68.946,1657.0,18344.356,1.99
277,торф,18.3,59.983,2269.0,16943.013,2.334
278,торф,30.105,63.085,2253.0,17385.026,1.522
279,торф,39.237,52.82,1845.0,17339.388,2.464
280,торф,22.724,56.229,2039.0,18459.728,0.733
281,торф,33.35,53.931,2077.0,18017.418,3.602
282,торф,22.677,54.855,1820.0,19232.229,3.145
283,торф,16.881,50.246,1956.0,17837.822,2.991
284,торф,12.863,68.437,2167.0,19693.855,3.661
285,торф,31.614,66.153,1913.0,17826.982,0.592
286,торф,16.905,54.052,1859.0,17853.97,2.387
287,торф,33.787,61.42,2109.0,18777.018,0.673
288,торф,27.691,70.473,1895.0,17761.172,3.18
289,торф,21.874,51.606,1902.0,17599.694,2.129
290,торф,26.218,59.595,1889.0,17882.265,1.091
291,торф,25.045,60.427,2060.0,18181.629,1.815
292,торф,10.725,64.853,2069.0,18802.416,0.894
293,торф,52.158,68.197,1787.0,19879.162,2.309
294,торф,14.45,67.767,2037.0,19140.102,3.475
295,торф,26.602,61.713,1899.0,17702.713,2.246
296,торф,20.281,55.111,2197.0,18079.046,1.266
297,торф,23.167,62.3,2113.0,17427.347,0.892
298,торф,12.81,63.393,1900.0,16877.432,2.559
299,торф,24.615,55.242,1868.0,17757.679,1.317
300,торф,23.089,63.206,1878.0,18733.042,2.78
301,торф,40.709,62.199,1795.0,18396.179,1.969
302,торф,21.334,63.521,1890.0,19534.09,3.744
303,торф,23.04,71.02,1713.0,18143.768,2.913
304,торф,40.133,71.498,2077.0,19213.633,2.3
305,торф,34.911,66.829,2108.0,18899.76,0.983
306,торф,17.988,61.198,1882.0,17905.711,1.528
307,торф,40.075,61.558,1789.0,17518.581,2.705
